accuracy,kappa
0.9954166666666666,0.9907746865042438
0.9954231738035264,0.9907877159772562
0.9954271356783919,0.9907957751261731
0.9954335839598998,0.9908087826354283
0.9954275,0.9907965616175609
0.99542144638404,0.9907842909371999
0.9954179104477612,0.9907771875788212
0.9954267990074441,0.9907950297533967
0.9954331683168317,0.9908078271577333
0.9954395061728395,0.9908205322346658
0.9954433497536945,0.9908284095014775
0.9954471744471745,0.9908362187791847
0.9954460784313726,0.9908341015634883
0.9954523227383864,0.9908466897945584
0.9954536585365854,0.9908494555492146
0.9954549878345499,0.9908522860426606
0.9954611650485437,0.9908647451982607
0.9954600484261501,0.9908625416833509
0.9954661835748793,0.9908748875740113
0.9954650602409638,0.9908723957926004
0.99546875,0.99087982413855
0.9954748201438849,0.9908918790771718
0.9954808612440191,0.9909037927340816
0.995489260143198,0.9909207566894177
0.9954952380952381,0.990932725966551
0.9954964370546319,0.9909351524111565
0.9954928909952606,0.9909278690724853
0.9955011820330969,0.990944581446324
0.9954952830188679,0.990932806878707
0.9955011764705882,0.9909443945222772
0.9955023474178404,0.9909468472844513
0.9955081967213115,0.990958504996263
0.9955023364485981,0.9909466101529201
0.9955081585081585,0.9909583432956113
0.9955093023255814,0.9909604152871524
0.9955034802784223,0.990948801597647
0.9955069444444444,0.9909556434677699
0.9955127020785219,0.9909672139841453
0.9955138248847927,0.9909696295738192
0.9955103448275862,0.9909627321859307
0.9955091743119266,0.9909603396235822
0.9955011441647598,0.9909441893164582
0.9955045662100457,0.9909510346889364
0.995503416856492,0.990948851080737
0.9955022727272728,0.990946564732476
0.995498866213152,0.9909397740977094
0.9954864253393665,0.9909146723919188
0.995489841986456,0.9909215531177822
0.9954887387387388,0.9909193290832433
0.9954943820224719,0.9909306227236627
0.9954977578475336,0.9909373232131998
0.995496644295302,0.9909352553518004
0.9955,0.9909418828864562
0.9955077951002227,0.9909573758508055
0.9955066666666667,0.9909551213222724
0.9955077605321507,0.9909573368416164
0.9955110619469026,0.9909640444075053
0.9955187637969095,0.9909795065429365
0.9955198237885463,0.9909819164004093
0.9955274725274725,0.9909974558013315
0.9955328947368421,0.9910084203665548
0.9955339168490153,0.9910105721629381
0.995532751091703,0.9910081146787699
0.9955272331154684,0.9909970106099234
0.9955217391304347,0.9909859990313996
0.9955162689804772,0.990974966099452
0.9955194805194805,0.9909814017728965
0.9955226781857451,0.9909878159416877
0.9955258620689655,0.9909942150295971
0.9955268817204301,0.9909962048444872
0.9955278969957082,0.9909982670117524
0.9955331905781585,0.9910088725512644
0.9955384615384615,0.9910194019032832
0.9955394456289979,0.9910214136483882
0.9955468085106383,0.9910363970155814
0.9955498938428875,0.9910425611390018
0.9955550847457627,0.991052942310077
0.9955602536997886,0.9910633770508647
0.9955632911392405,0.9910694696677143
0.9955642105263158,0.9910712716588997
0.9955693277310924,0.9910815478600067
0.9955639412997903,0.9910706180774467
0.9955669456066946,0.9910767107732119
0.9955741127348643,0.9910911346445277
0.9955791666666667,0.9911012122570562
0.9955738045738046,0.9910906011916943
0.9955767634854772,0.9910964708271566
0.9955776397515528,0.9910982585650399
0.9955785123966943,0.9911000330223559
0.995581443298969,0.9911060006076191
0.9955843621399177,0.9911119729690502
0.9955831622176592,0.9911093840670965
0.9955717213114754,0.9910863076594658
0.9955725971370143,0.991088076613354
0.9955775510204081,0.9910981128405253
0.9955784114052953,0.9911000139265566
0.9955833333333334,0.9911098742010979
0.9955882352941177,0.9911196017894531
0.9955890688259109,0.9911213954080196
0.9955919191919191,0.9911270431601686
0.9955927419354839,0.9911287856809103
0.9955975855130784,0.9911386038249422
0.9955923694779116,0.9911280843528926
0.9955971943887776,0.9911377673620959
0.9956,0.9911433374672486
0.9956067864271457,0.9911570004904574
0.9956055776892431,0.9911544736775509
0.995610337972167,0.9911640048164772
0.995609126984127,0.9911616042077934
0.9956118811881188,0.9911671905638827
0.9956126482213439,0.9911687008519005
0.9956193293885601,0.9911821467324571
0.9956181102362205,0.9911797180073948
0.9956188605108055,0.9911812506180862
0.9956156862745098,0.991174850135911
0.9956164383561644,0.9911763085029744
0.99562109375,0.9911857794343436
0.9956237816764133,0.9911911262657871
0.995624513618677,0.9911925720903673
0.9956291262135922,0.9912018735178526
0.9956337209302326,0.9912110674837423
0.9956363636363637,0.9912163899347284
0.9956332046332046,0.9912100040950129
0.9956377649325626,0.9912190310392794
0.9956403846153846,0.9912243185156671
0.9956429942418427,0.991229466042472
0.9956455938697318,0.991234599305169
0.9956481835564054,0.9912397130058778
0.9956431297709923,0.9912295922219367
0.9956495238095238,0.9912424887578873
0.9956558935361217,0.9912553361780688
0.9956546489563567,0.9912527700259335
0.995657196969697,0.9912578225262596
0.995648393194707,0.9912400451687792
0.9956471698113207,0.9912376345982605
0.9956497175141243,0.9912426227200102
0.9956466165413533,0.9912362962595289
0.9956472795497185,0.9912376645576344
0.9956479400749063,0.9912389318885467
0.9956485981308412,0.9912400667625969
0.9956492537313433,0.9912413620445764
0.9956499068901303,0.991242625903026
0.9956524163568773,0.9912475449641907
0.9956549165120594,0.991252540926971
0.9956592592592592,0.9912613335406146
0.9956561922365988,0.991255282538463
0.9956476014760147,0.9912380875236628
0.9956519337016575,0.9912467583395579
0.9956507352941176,0.9912443870721024
0.9956550458715596,0.9912531554043974
0.9956593406593407,0.9912617769899311
0.9956617915904936,0.9912666064125254
0.9956678832116789,0.9912787033021219
0.9956666666666667,0.9912762797149063
0.995669090909091,0.9912813763854784
0.9956642468239565,0.9912714024400673
0.9956630434782608,0.9912688971891745
0.9956654611211573,0.9912737127615047
0.9956678700361011,0.9912784801697097
0.9956738738738738,0.9912906286682517
0.9956690647482015,0.991281018493778
0.995673249551167,0.9912894303318195
0.9956792114695341,0.9913014123115469
0.9956797853309481,0.9913024381221313
0.9956857142857143,0.9913142023113464
0.9956880570409982,0.9913189345099938
0.9956886120996441,0.9913200498591945
0.9956891651865009,0.9913213173108133
0.9956914893617022,0.9913260367220756
0.9956902654867257,0.9913235728321722
0.9956890459363957,0.9913211326897585
0.995689594356261,0.9913223990042516
0.995693661971831,0.9913306844712538
0.9956977152899824,0.9913387969183813
0.9957035087719298,0.9913504005146192
0.9957110332749562,0.9913655508990464
0.995708041958042,0.9913596441838011
0.9957102966841187,0.9913642024765429
0.995712543554007,0.9913685931176008
0.9957078260869565,0.9913591104469356
0.9957135416666667,0.9913705287457379
0.9957053726169844,0.991354014433927
0.9957058823529412,0.9913549991012035
0.9957029360967184,0.9913492163383596
0.9957034482758621,0.9913503177090449
0.9957091222030982,0.9913620107660261
0.9957027491408935,0.991349308309842
0.9957066895368782,0.9913572853354092
0.9957071917808219,0.9913583168936811
0.9956957264957265,0.9913352546845932
0.99569795221843,0.9913397436709359
0.9957018739352641,0.9913476730404963
0.9957040816326531,0.9913520779577968
0.9957028862478777,0.9913496323108658
0.9957016949152543,0.9913471901606066
0.9957005076142132,0.9913448750822677
0.995706081081081,0.9913561504774867
0.99570826306914,0.9913606691601523
0.9957087542087542,0.99136176234417
0.995709243697479,0.9913625980516394
0.9957114093959731,0.9913670360461972
0.995713567839196,0.9913713047427571
0.9957107023411371,0.9913655515040118
0.9957095158597663,0.9913631290473528
0.995705,0.9913541351662951
0.9957088186356073,0.9913618090376978
0.9957093023255814,0.9913628997145794
0.995714759535655,0.9913738556095999
0.9957152317880795,0.9913747932133667
0.9957173553719009,0.9913790387393169
0.9957178217821783,0.9913800520876018
0.9957166392092257,0.9913775965314093
0.99571875,0.9913818807485358
0.9957208538587848,0.9913861280126445
0.9957262295081967,0.9913969110823918
0.9957299509001637,0.9914043347470056
0.9957303921568628,0.9914052829648745
0.9957308319738989,0.9914061055781621
0.9957296416938111,0.9914036990637524
0.9957252032520325,0.9913946633811078
0.9957272727272727,0.9913987602711611
0.9957293354943274,0.9914028258499492
0.9957330097087379,0.9914102732367268
0.9957285945072698,0.9914014021615677
0.9957274193548387,0.9913990534958371
0.9957294685990338,0.9914031911739474
0.9957299035369775,0.9914041126989992
0.9957287319422151,0.991401712814242
0.9957323717948718,0.9914088714510507
0.9957312,0.9914064894413585
0.9957348242811501,0.9914138225693269
0.9957336523125997,0.9914115380639781
0.9957356687898089,0.9914154899971478
0.9957408585055644,0.9914259322212065
0.9957444444444444,0.9914330951268384
0.9957416798732172,0.9914275268388025
0.995743670886076,0.9914315519474469
0.9957377567140601,0.9914196608121716
0.9957365930599369,0.9914173922969879
0.995740157480315,0.9914245515896002
0.9957389937106919,0.9914222124155417
0.9957425431711145,0.9914292936703064
0.995744514106583,0.9914332388472241
0.9957433489827856,0.9914309362431236
0.9957390625,0.9914223890909069
0.9957394695787831,0.9914232228903194
0.9957429906542056,0.9914304335995613
0.9957449455676516,0.991434411091017
0.9957468944099379,0.9914383847586493
0.9957519379844961,0.9914484031996587
0.9957538699690403,0.9914523042942277
0.995758887171561,0.9914624673714154
0.9957608024691358,0.9914663432225774
0.9957580893682588,0.9914608059253791
0.99576,0.9914646553614459
0.9957557603686636,0.9914560942529418
0.9957592024539877,0.9914629310441827
0.995761102603369,0.9914667171761311
0.9957614678899083,0.9914674708493327
0.9957648854961832,0.9914744323513848
0.9957621951219512,0.9914689205182873
0.9957625570776256,0.9914695914733227
0.995756838905775,0.9914580183316812
0.9957602427921093,0.9914649059124965
0.995760606060606,0.9914657310870434
0.9957549167927383,0.9914543003939622
0.9957522658610272,0.9914489735987244
0.9957556561085973,0.9914558331801508
0.9957560240963855,0.9914565626223144
0.9957548872180451,0.9914543023659964
0.9957567567567568,0.9914581605797702
0.9957556221889056,0.9914558921938789
0.995752994011976,0.9914507020678954
0.9957548579970105,0.991454486158335
0.995755223880597,0.9914552193652034
0.9957511177347242,0.9914469400328266
0.9957574404761905,0.991459705650892
0.9957548291233284,0.9914544210701475
0.9957581602373887,0.9914609633253564
0.995762962962963,0.9914706550472123
0.9957588757396449,0.9914623566327679
0.9957577548005908,0.9914600992031594
0.9957595870206489,0.9914637376575904
0.995761413843888,0.9914675569137029
0.9957632352941177,0.9914711330762263
0.9957650513950074,0.9914748002735718
0.9957595307917888,0.9914637124480792
0.9957584187408492,0.9914614687682485
0.9957602339181286,0.9914651542301566
0.9957649635036496,0.9914746135878841
0.995765306122449,0.9914752842505832
0.995768558951965,0.9914817329202715
0.995764534883721,0.9914737119058977
0.9957648766328011,0.9914744772961424
0.9957623188405798,0.9914693534134985
0.9957655571635311,0.9914759652548198
0.9957601156069364,0.9914650121369128
0.9957604617604617,0.9914656659642563
0.9957579250720461,0.9914605883496902
0.9957539568345324,0.9914527225493516
0.9957557471264368,0.9914563251356827
0.9957546628407461,0.9914541451720342
0.9957550143266476,0.9914547504151636
0.9957496423462089,0.9914439214383625
0.9957514285714286,0.9914474170886933
0.9957503566333809,0.9914452503314802
0.9957492877492877,0.9914430502423455
0.9957482219061167,0.9914408998396274
0.9957457386363636,0.9914358229892972
0.9957475177304964,0.9914394115549847
0.9957492917847025,0.9914429545944341
0.9957496463932107,0.9914436579227406
0.9957514124293785,0.9914472045368954
0.9957489421720733,0.9914422878163952
0.9957478873239437,0.9914401322770471
0.9957496483825597,0.9914436493669616
0.995751404494382,0.9914472774439541
0.9957545582047685,0.991453529945313
0.9957563025210084,0.9914569358181038
0.995758041958042,0.9914605339871868
0.9957555865921788,0.9914555264408159
0.9957587168758717,0.9914618332433063
0.9957618384401115,0.9914680606820432
0.9957649513212795,0.991474220755405
0.9957666666666667,0.991477619717093
0.995762829403606,0.9914698597479875
0.9957645429362881,0.9914734628836808
0.9957634854771784,0.9914713758327487
0.9957638121546961,0.9914719966130278
0.9957627586206896,0.991469829270671
0.9957589531680441,0.9914621794524622
0.995757909215956,0.9914600851068383
0.995760989010989,0.9914662561208311
0.9957626886145404,0.9914697039556816
0.995758904109589,0.9914620619719186
0.9957592339261286,0.9914627198642463
0.9957581967213115,0.9914605554756026
0.9957612551159618,0.9914667330823076
0.9957602179836512,0.991464641131187
0.9957646258503401,0.9914735598830959
0.9957608695652174,0.9914658918640907
0.995763907734057,0.991472021216892
0.9957682926829269,0.9914807960176678
0.9957686062246279,0.9914814965274179
0.9957702702702703,0.9914848388078523
0.9957678812415655,0.991480116993228
0.9957695417789757,0.9914833848204263
0.9957685060565276,0.9914813069722048
0.9957620967741936,0.9914684522934132
0.9957664429530201,0.9914772201239108
0.995769436997319,0.9914832899513499
0.995764390896921,0.9914731478067507
0.9957660427807487,0.9914764691809281
0.995766355140187,0.991477117917817
0.9957653333333333,0.9914751380510003
0.9957696404793609,0.9914838340837099
0.9957699468085106,0.9914844373533103
0.9957662682602921,0.9914770130725409
0.9957652519893899,0.9914749740085391
0.9957655629139073,0.9914755058209748
0.995765873015873,0.9914761572067018
0.995768824306473,0.9914820194192778
0.9957678100263853,0.9914800283827346
0.9957654808959157,0.9914754176490188
0.9957671052631579,0.9914785668929619
0.9957713534822602,0.9914871588394546
0.9957703412073491,0.9914851605464924
0.9957719528178244,0.9914883645746838
0.9957761780104712,0.9914968809322208
0.9957764705882353,0.9914974134505403
0.9957780678851175,0.9915006142959525
0.9957744458930899,0.9914933042515853
0.9957760416666667,0.9914964768331848
0.9957789336801041,0.9915023544414356
0.995777922077922,0.9915002925019738
0.9957769130998703,0.9914982753550239
0.9957784974093264,0.9915014179135342
0.9957800776196637,0.9915045380815941
0.9957803617571059,0.9915050974249164
0.9957845161290323,0.9915133608318022
0.995784793814433,0.9915138824017716
0.9957850707850708,0.991514452551222
0.9957827763496144,0.9915098600535479
0.9957817715019256,0.9915078441692092
0.9957846153846154,0.9915136208921224
0.995786171574904,0.9915167820407669
0.9957877237851662,0.9915198679114334
0.9957892720306514,0.9915229988797017
0.9957882653061224,0.9915210108338519
0.9957910828025478,0.9915265438168227
0.9957900763358779,0.9915245984816732
0.9957890724269377,0.991522542258732
0.9957880710659899,0.9915205578763508
0.995785804816223,0.9915160392352023
0.9957886075949367,0.9915216763842267
0.9957876106194691,0.99151979139834
0.9957828282828283,0.9915101513357719
0.9957780580075662,0.9915006017751163
0.9957732997481108,0.9914911008042294
